Category,Message
spam,Để có những kỳ nghỉ mua sắm lấp lánh nhất từ 45 mỗi người; gọi 0121 2025050 hoặc truy cập www.shortbreaks.org.uk
spam,"Tin nhắn này là miễn phí. Chào mừng bạn đến với câu lạc bộ Tình dục & Dogging mới và cải tiến! Để hủy đăng ký dịch vụ này, hãy trả lời STOP. msgs@150p chỉ 18"
spam,CẤP BÁCH! Điện thoại di động của bạn đã được trao Giải thưởng Người gọi thưởng £1.500 vào ngày 27/6/03. Nỗ lực cuối cùng của chúng tôi 2 liên hệ với U! Gọi 08714714011
ham,Xin lỗi hoàn toàn quên mất * sẽ xuất hiện trong tuần này nếu bạn vẫn ở đây?
ham,"Vì vậy, điều đó làm mất đi một số lo lắng về tiền bạc"
ham, Haha được rồi... Hôm nay cuối tuần leh...
ham,gặp bạn trong khoảng cách ngoài công ty st … bạn có thể thấy tâm trí của tôi đang hoạt động như thế nào!
ham, Bạn bị ốm vẫn có thể đi mua sắm?
ham,Tôi đã nói với bạn rằng mọi thứ sẽ dừng lại. Chỉ cần đừng để cô ấy bị mất nước.
spam, Chỉ trong tháng 12! Điện thoại di động của bạn có hơn 11 tháng không? Bạn có quyền cập nhật miễn phí lên máy ảnh màu mới nhất dành cho thiết bị di động! Gọi cho Công ty cập nhật màn hình phụ theo số 08002986906
ham,Tôi đến đón bạn... Đi ra ngay sau buổi học của bạn...
spam,"Ai đó bạn biết đã yêu cầu dịch vụ hẹn hò của chúng tôi 2 liên hệ với bạn! Không thể đoán ai? GỌI NGAY 09058095107 tất cả sẽ được bật mí. POBox 7, S3XY 150p"
spam,Âm thanh miễn phí Hy vọng bạn thích nội dung mới của mình. nhắn tin stop gửi 61610 để hủy đăng ký. help:08712400602450p Cung cấp bởitones2you.co.uk
ham, Làm ơn tên đầy đủ của trò đùa là gì vì học phí ở trường đại học florida dường như thực sự là &lt;#&gt; k. Làm ơn quay lại
ham, Ụt. Mọi thứ thế nào? Tôi đã trở về nhà và hơi chán rồi :-(
ham, Im chỉ tự hỏi những gì bạn đang làm ngay bây giờ?
spam,CẤP BÁCH! Chúng tôi đang cố gắng liên hệ với U. Kết quả xổ số hôm nay cho thấy bạn đã được ĐẢM BẢO giành được giải thưởng £800. Gọi 09050001295 từ điện thoại cố định. Yêu cầu bồi thường A21. Chỉ có hiệu lực trong 12 giờ
ham, Khen ngợi bạn. Đã rời khỏi hệ thống. bên bạn thế nào.
ham,Không :-) tôi có tin đồn rằng bạn sẽ mua căn hộ ở chennai :-)
ham,Ha ha ha trò đùa tốt. Các cô gái là những người tìm kiếm sự giải quyết.
ham,"Không biết, tôi đoán chúng ta sẽ giải quyết việc đó một giờ sau khi chúng ta phải rời đi vì như thường lệ, không ai có hứng thú tìm hiểu trước giây cuối cùng"
ham, Howz câu chuyện người đó
ham, Nơi 'hex' mà bạn nói đến là gì? Giải thích!
spam,"Cấp bách! Vui lòng gọi 09066612661 từ điện thoại cố định của bạn, kỳ nghỉ 4* Lux Costa Del Sol miễn phí của bạn hoặc £1000 TIỀN MẶT đang chờ nhận. ppm 150 SAE T&Cs James 28, EH74RR"
ham,Sau đó bạn quay trở lại urself lor...
ham,Muốn làm một số nghệ thuật?! :D
ham, Tôi không nghĩ rằng anh ấy có bàn tay thìa!
spam,"HOT LIVE FANTASIES gọi ngay 08707500020 Chỉ 20p mỗi phút NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 là cuộc gọi theo giá toàn quốc"
ham, Học xong bạn ở đâu.
ham,Thật tuyệt vời! Bạn ở đâu ? Tôi phải triệu tập bạn với tôi tất cả các thời gian bây giờ? Bạn không muốn đến với tôi một mình nữa?
ham,"Aight yo, dats thẳng dogg"
ham,Tôi sẽ nói chuyện với những người khác và có lẽ chỉ đến sớm vào ngày mai
ham, Ya:) đi ăn nhà hàng..
ham,Vậy tại sao bạn không trả lời
ham, S s..lần đầu tiên..đá dhoni...
ham,"Chiều cao của ""Ôi chết tiệt....!!"" tình huống: Một chàng trai ném một lá thư chúc mừng một cô gái nhưng lại rơi trúng đầu anh trai của cô ấy, một người đồng tính nam,. ;-):-D"
ham,Dừng câu chuyện. Tôi đã nói với anh ấy rằng tôi đã trả lại nó và anh ấy nói rằng tôi không nên đặt hàng lại.
ham, Bạn đến và tìm kiếm tất cả các vid..không xong..
ham,Tôi thích uống rượu và ăn tối thưa cô!
ham, Err... Cud làm. Tôi sẽ đến lúc 8 giờ tối. Tôi không có cách nào để liên lạc với anh ấy cho đến lúc đó.
ham,"Về mặt lý thuyết, vâng, anh ấy có thể đến"
ham,có * vài việc phải làm. có thể ở *pub sau.
ham,"Aight, tôi sẽ tấn công bạn khi tôi nhận được một số tiền mặt"
ham,K:) tôi sẽ cung cấp chi tiết tài khoản kvb của mình :)
ham,"NÀY KATE, HY VỌNG BẠN OK... SẼ TẶNG UA BUZ WEDLUNCH. ĐI RA NGOÀI 4 QUẢNG CÁO TRONG THỊ TRẤN..CUD ĐI 2WATERSHD 4 MỘT CHÚT? PPL TỪWRK SẼ Ở ĐÓ. YÊU PETEXXX."
ham,"Cuối cùng nó đã xảy ra ..! Sau nhiều thập kỷ ..! BIA bây giờ rẻ hơn XĂNG! Chính phủ mong chúng ta ""UỐNG"". . . Nhưng đừng ""LÁI XE"""
ham," Vì vậy, hãy trả tiền trước... Sau đó, khi nào cổ phiếu đến..."
ham, Có vẻ như đây là thời điểm kỳ lạ khi cái đêm mà tất cả những gì bạn và tôi muốn là tôi bốc khói lại trùng với ngày mà một cơn bão chết tiệt được cho là do tôi luôn đến và khiến mọi người bốc khói
ham,"Được rồi, mát mẻ. Hẹn gặp lại."
ham,Nhắc tôi làm thế nào để đạt được điều đó và tôi sẽ làm như vậy
ham,"Thưa tất cả mọi người, như chúng ta đã biết &lt;#&gt; đó là &lt;#&gt; sinh nhật lần thứ của Gopalettan thân yêu của chúng ta. Chúng tôi dự định sẽ tặng một món quà nhỏ vào ngày đó. Những người thích tham gia vào đó bạn được chào đón. Vui lòng liên hệ với nhóm quản trị của chúng tôi để biết thêm chi tiết"
spam,"Cảnh báo qua emailTừ: Jeri StewartKích thước: 2KBChủ đề: drvgs kê đơn chi phí thấpĐể nghe email, hãy gọi 123"
ham,Nghiêm trọng? Những gì như thích hợp líu lưỡi cô ấy
ham,Hả y lôi...
spam," Nhận 3 giai điệu Lions England, trả lời Lionm 4 mono hoặc Lionp 4 poly. 4 nữa đi 2 www.ringtones.co.uk, n bản gốc hay nhất. Tones 3GBP tỷ lệ nhà điều hành mạng áp dụng"
ham," Pansy! Bạn đã sống trong một khu rừng trong hai năm! Đó là lái xe của tôi, bạn nên lo lắng hơn về!"
ham,Có vài quán rượu ngon gần đây hay có Frankie n Bennys gần rạp chiếu phim warner?
ham,Tất cả những chiếc áo sơ mi mới đẹp này và thứ duy nhất tôi có thể mặc chúng là theo chủ đề khỏa thân ;_; bạn trong mu?
ham,haha nhưng không có tiền leh... Sau này phải đi đóng học phí... Haha và tìm chỗ trống để học lái xe
spam," cho phù hợp. Tôi nhắc lại, chỉ cần nhắn từ ok trên điện thoại di động của bạn và gửi"
spam,FREEMSG: Hồ sơ của chúng tôi cho thấy bạn có thể được hưởng 3750 bảng Anh cho Tai nạn mà bạn gặp phải. Để yêu cầu trả lời miễn phí bằng CÓ cho tin nhắn này. Để chọn không tham gia nhắn tin STOP
ham, Một thằng quen nhưng ngu quá không nhận ra.
ham,"Loại. Vừa lỡ chuyến tàu vì lên cơn hen suyễn, nửa tiếng sau mới lái xe vào. Không biết đậu ở đâu."
ham,Bạn sẽ đi đến walmart. Tôi sẽ ở lại.
ham,"Er, xin chào, mọi thứ không hoàn toàn như kế hoạch – đang khập khiễng về nhà, theo sau là tiếng aa và xả hơi"
ham, Wat time ü wan hôm nay?
ham, Nope với sis lor... Tắm cho chó xong là tắm được... Hình như sắp có 2 cơn mưa.
ham,Bạn có bận lắm không
ham,Thế còn cái này thì sao.
ham,"Em thế nào, tình yêu của anh? Bạn đang ở với anh trai của bạn? Thời gian để nói tiếng Anh với anh ấy? *cười toe toét* Nói : Này Muhommad, Penny gửi lời chào từ bên kia biển"
spam, CẢNH BÁO NGƯỜI EM LỚN! Máy tính đã chọn bạn với 10k tiền mặt hoặc phiếu mua hàng #150. Gọi 09064018838. NTT PO Box CRO1327 18+ BT Điện thoại cố định Chi phí 150ppm di động khác nhau
ham," Aight, bạn có thể nhắn tin cho tôi địa chỉ?"
ham,Lmao nhưng nó rất vui...
ham,Và tất nhiên bạn nên làm cho một mùi hôi thối!
spam,"Thông báo dịch vụ khách hàng. Gần đây chúng tôi đã cố gắng giao hàng cho bạn nhưng không thể thực hiện được, vui lòng gọi 07090298926 để đặt lịch lại. Tham chiếu:9307622"
ham," Điều đó có nghĩa là bạn đã đạt điểm A trong phần thi, cô ấy vẫn ổn. Bây giờ cô ấy đang ở đây."
spam,Hồ sơ của chúng tôi cho thấy bạn có thể được bồi thường 5000 bảng Anh cho Tai nạn mà bạn gặp phải. Để yêu cầu 4 trả lời miễn phí với YÊU CẦU cho tin nhắn này. 2 điểm dừng txt DỪNG
ham," Bạn đúng rồi. Trong khi đó, cặp song sinh dự án sẽ xuất hiện như thế nào"
spam,"Muốn được đặt 2nite? Muốn các địa điểm Dogging thực được gửi trực tiếp đến điện thoại di động của bạn? Tham gia Mạng Dogging lớn nhất Vương quốc Anh. Hãy nhắn tin PARK đến 69696 ngay bây giờ! không. ec2a. 3lp £1,50/tin nhắn"
ham, Tôi nghĩ chỉ là chính mình…Cảm ơn và hẹn gặp lại
spam,"DỊCH VỤ SMS. đối với các khoản tín dụng văn bản bao gồm của bạn, vui lòng truy cập www.comuk.net đăng nhập= 3qxj9 hủy đăng ký bằng STOP, không tính thêm phí. giúp 08702840625.COMUK. 220-CM2 9AE"
ham,Trời nắng ở california. Thời tiết thật mát mẻ
spam," Nhạc chuông miễn phí của bạn đang chờ được thu thập. Chỉ cần nhắn tin mật khẩu ""MIX"" gửi 85069 để xác minh. Nhận Usher và Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham, Bạn đã nghe từ tuần này?
ham,Chỉ tò mò vì cuz của tôi hỏi tôi đang làm gì
ham,Tại nhà tang lễ với Audrey và bố
ham,Dude chúng ta nên đi sup một lần nữa
ham," Ok đó sẽ là b đáng yêu, nếu bạn chắc chắn. Nghĩ xem bạn muốn làm gì, uống rượu, khiêu vũ, ăn uống, xem phim, đi chơi, đi chơi, về... Tùy bạn! Wot về?"
ham,Khi nào các bạn rời đi?
spam,Chúng tôi cung cấp cho bạn cơ hội phát triển sự nghiệp và thu nhập cao bằng cách làm việc trong môi trường chuyên nghiệp và năng động. Chúng tôi cung cấp cho bạn đầy đủ đào tạo và hỗ trợ để giúp bạn đạt được mục tiêu của mình.
ham, Nghĩ rằng tôi có thể dừng lại sau khoảng một giờ nữa? Bạn cùng phòng của tôi đang tìm mua đồ cho một chuyến đi
ham, được rồi
ham,V đẹp! Tắt 2 sheffield tom 2 phát sóng ý kiến của tôi về loại 2 b được sử dụng 2 thước đo dân tộc trong cuộc điều tra dân số tiếp theo. Đang bận chép bài. :-)
ham,"Tình yêu không phải là một quyết định, nó là một cảm giác. Nếu chúng ta có thể quyết định yêu ai, thì cuộc sống sẽ đơn giản hơn nhiều, nhưng cũng ít phép màu hơn"
ham, Chuẩn bị để được hài lòng :)
ham,Bạn đang lái xe hay đào tạo?
ham,Vâng rất tốt đẹp. . .hãy sẵn sàng vào thứ năm
ham," Ngày mới tham gia. Vì vậy, chúng tôi đã bắt đầu đào tạo hôm nay :)"
ham, Tuyệt vời! Tôi bắn tải lớn vì vậy hãy sẵn sàng!
ham, Hiểu rồi! Trông ngon quá... bố muốn ăn con cả đêm!
ham,Tôi không có lei.. Tiếp theo có thể?
ham, Nhớ hỏi alex về pizza của anh ấy
ham,Xin chào- cảm ơn vì đã nhận cuộc gọi đó. Tôi đã có một công việc! Bắt đầu vào thứ Hai!
ham," Tôi đã xong. Tôi xin lỗi. Tôi hy vọng không gian tiếp theo của bạn cung cấp cho bạn mọi thứ bạn muốn. Hãy nhớ tất cả đồ nội thất là của bạn. Nếu tôi không ở gần khi bạn di chuyển nó, chỉ cần khóa tất cả các ổ khóa và để lại chìa khóa cho jenne."
ham," Aah, gặp bạn sau một chút"
ham, Tôi có thể gặp ü lúc 5 giờ không.. Như 4 ở đâu tùy thuộc vào nơi ü wan 2 ở lor..
spam," Làm tốt lắm ANH! Nhận nhạc chuông poly chính thức hoặc cờ màu trên điện thoại di động của bạn! nhắn tin TONE hoặc FLAG gửi 84199 NGAY BÂY GIỜ! Chọn không tham gia txt ENG STOP. Box39822 W111WX £1,50"
spam,"Twinks, gấu, scallies, da và jocks đang gọi ngay bây giờ. Đừng bỏ lỡ cuộc vui cuối tuần. Call 08712466669 10p/min. 2 tin nhắn ngừng gọi 08712460324(nat rate)"
spam," Ai đó đã liên hệ với dịch vụ hẹn hò của chúng tôi và nhập điện thoại của bạn vì họ thích bạn! Để biết ai gọi từ điện thoại cố định 09058098002. PoBox1, W14RG 150p"
ham,Thanx nhưng sinh nhật của tôi đã qua rồi.
spam,"Tin nhắn miễn phí: nhận nhạc chuông ""Crazy"" của Gnarls Barkley HOÀN TOÀN MIỄN PHÍ chỉ cần trả lời ĐI tin nhắn này ngay bây giờ!"
ham,"Fuuuuck tôi cần ngừng buồn ngủ, sup"
ham, K đi và ngủ ngon. Nghỉ ngơi:-).
ham," Nói cái này từ từ.? THIÊN CHÚA, CON YÊU ANH &amp; TÔI CẦN BẠN, LÀM SẠCH TRÁI TIM TÔI BẰNG MÁU CỦA BẠN. Gửi cái này đến Mười người đặc biệt &amp; uc điều kỳ diệu vào ngày mai, làm đi, làm ơn, làm ơn làm đi..."
ham,K. Bạn vừa gọi cho tôi à?
ham,"Ồ, nghe hay đấy. Khi nào bạn muốn tôi xuống?"
ham,Đừng lo. Tôi đoán anh ấy đang bận rộn.
ham,Ü ăn muộn hơn nhưng tôi đang ăn với những người bạn của tôi bây giờ lei... Ü về nhà trước?
ham," Tình yêu không phải là một quyết định, nó là một cảm giác. Nếu chúng ta có thể quyết định yêu ai, thì cuộc sống sẽ đơn giản hơn nhiều, nhưng cũng ít phép màu hơn"
ham,"Chắc chắn rồi, nếu tôi nhận được sự thừa nhận từ bạn rằng việc yêu cầu một lời thề máu cho"
ham,"Chỉ cần đọc lại nó và tôi không có gì xấu hổ nhưng hãy nói cho tôi biết anh ấy đã chấp nhận nó như thế nào và nếu anh ấy bỏ chạy, tôi sẽ đổ lỗi cho bạn 4 đời!! Không thực sự 4 bao giờ chỉ là một thời gian dài"
ham,Giành quyền của một người vợ. Đừng đòi hỏi điều đó. Tôi cũng đang cố gắng làm chồng. Hãy xem nào
ham, Đồ chơi của tôi đâu? Anh nhớ em... Chuyện gì đã xảy ra?
ham,Tôi phải kiểm tra nhưng chỉ còn lại 1 cái bát
ham,Jus ans me la. U sẽ noe sau.
ham,"Thưa ngài, Salam Alaikkum. Niềm tự hào và hân hạnh được gặp ngài hôm nay tại Tea Shop. Chúng tôi rất vui được gửi cho ngài số liên lạc của chúng tôi tại Qatar.Rakhesh một người Ấn Độ. Xin hãy lưu số của chúng tôi. Trân trọng."
ham, Dunno yu hỏi tôi.
ham,"Tôi đã trở lại, hãy để tôi biết bạn đã sẵn sàng khi nào"
ham, Tôi đã có thêm hai lá thư từ. Tôi sẽ sao chép chúng cho bạn vì một người có tin nhắn cho bạn. nói sớm
ham,Không có gì. Nói chuyện với bạn sau
ham, Ya nó đã đến một lúc trước
ham, Hãy cho tôi biết đây là ai :-)
ham,Không biết đó là wat anh ấy nói với tôi. Được rồi...
